Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-5560,T02 Check confirmation of receipt,Resource05,2011/02/02 01:19:02.498,Variant 36,36,task-10466,T02 Check confirmation of receipt,complete,Group 4,Resource05,2011-02-02T01:19:02.498+10:00
case-5560,T04 Determine confirmation of receipt,Resource05,2011/02/02 01:21:14.816,Variant 36,36,task-10473,T04 Determine confirmation of receipt,complete,Group 3,Resource05,2011-02-02T01:21:14.816+10:00
case-5560,T05 Print and send confirmation of receipt,Resource05,2011/02/02 01:21:28.866,Variant 36,36,task-10478,T05 Print and send confirmation of receipt,complete,Group 2,Resource05,2011-02-02T01:21:28.866+10:00
case-5560,T08 Draft and send request for advice,Resource05,2011/02/02 17:46:45.966,Variant 36,36,task-10470,T08 Draft and send request for advice,complete,Group 1,Resource05,2011-02-02T17:46:45.966+10:00
case-5560,T09-4 Process or receive external advice from party 4,Resource05,2011/02/02 18:13:18.989,Variant 36,36,task-10532,T09-4 Process or receive external advice from party 4,complete,Group 1,Resource05,2011-02-02T18:13:18.989+10:00
case-5560,T06 Determine necessity of stop advice,Resource05,2011/02/02 18:13:51.772,Variant 36,36,task-10546,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-02T18:13:51.772+10:00
case-5560,T07-1 Draft intern advice aspect 1,Resource05,2011/02/02 18:17:23.844,Variant 36,36,task-10548,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-02-02T18:17:23.844+10:00
case-5560,T06 Determine necessity of stop advice,Resource05,2011/02/02 18:17:39.040,Variant 36,36,task-10549,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-02T18:17:39.040+10:00
case-5560,T10 Determine necessity to stop indication,Resource05,2011/02/02 18:18:02.685,Variant 36,36,task-10550,T10 Determine necessity to stop indication,complete,Group 1,Resource05,2011-02-02T18:18:02.685+10:00
case-5595,Confirmation of receipt,Resource09,2011/03/08 18:54:58.423,Variant 37,37,task-10059,Confirmation of receipt,complete,EMPTY,Resource09,2011-03-08T18:54:58.423+10:00
case-5595,T06 Determine necessity of stop advice,Resource09,2011/03/08 18:56:18.083,Variant 37,37,task-15447,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-03-08T18:56:18.083+10:00
case-5595,T08 Draft and send request for advice,Resource09,2011/03/08 18:57:10.588,Variant 37,37,task-15449,T08 Draft and send request for advice,complete,Group 1,Resource09,2011-03-08T18:57:10.588+10:00
case-5595,T07-1 Draft intern advice aspect 1,Resource09,2011/03/08 19:03:22.949,Variant 37,37,task-15450,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource09,2011-03-08T19:03:22.949+10:00
case-5595,T07-2 Draft intern advice aspect 2,Resource09,2011/03/08 19:03:43.830,Variant 37,37,task-15451,T07-2 Draft intern advice aspect 2,complete,Group 15,Resource09,2011-03-08T19:03:43.830+10:00
case-5595,T09-1 Process or receive external advice from party 1,Resource09,2011/03/08 19:04:03.072,Variant 37,37,task-15452,T09-1 Process or receive external advice from party 1,complete,Group 1,Resource09,2011-03-08T19:04:03.072+10:00
case-5595,T06 Determine necessity of stop advice,Resource09,2011/03/08 19:04:17.627,Variant 37,37,task-15454,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-03-08T19:04:17.627+10:00
case-5595,T10 Determine necessity to stop indication,Resource09,2011/03/08 19:04:36.616,Variant 37,37,task-15455,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2011-03-08T19:04:36.616+10:00
case-5595,T02 Check confirmation of receipt,Resource24,2011/03/24 19:32:54.458,Variant 37,37,task-15446,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2011-03-24T19:32:54.458+10:00
case-5595,T03 Adjust confirmation of receipt,Resource09,2011/04/18 22:29:18.014,Variant 37,37,task-17533,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-04-18T22:29:18.014+10:00
case-5595,T02 Check confirmation of receipt,Resource09,2011/04/18 22:29:36.540,Variant 37,37,task-20833,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-04-18T22:29:36.540+10:00
case-5595,T04 Determine confirmation of receipt,Resource09,2011/04/18 22:29:49.734,Variant 37,37,task-20834,T04 Determine confirmation of receipt,complete,Group 3,Resource09,2011-04-18T22:29:49.734+10:00
case-5595,T05 Print and send confirmation of receipt,Resource09,2011/04/18 22:30:01.996,Variant 37,37,task-20835,T05 Print and send confirmation of receipt,complete,Group 2,Resource09,2011-04-18T22:30:01.996+10:00
case-5721,Confirmation of receipt,Resource09,2011/03/10 18:42:52.622,Variant 4,4,task-10670,Confirmation of receipt,complete,EMPTY,Resource09,2011-03-10T18:42:52.622+10:00
case-5721,T02 Check confirmation of receipt,Resource09,2011/03/10 18:43:13.264,Variant 4,4,task-15693,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-10T18:43:13.264+10:00
case-5721,T03 Adjust confirmation of receipt,Resource09,2011/03/10 18:43:27.281,Variant 4,4,task-15695,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-03-10T18:43:27.281+10:00
case-5721,T02 Check confirmation of receipt,Resource09,2011/03/10 18:43:46.648,Variant 4,4,task-15696,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-10T18:43:46.648+10:00
case-5721,T04 Determine confirmation of receipt,Resource09,2011/03/10 18:44:17.616,Variant 4,4,task-15697,T04 Determine confirmation of receipt,complete,Group 3,Resource09,2011-03-10T18:44:17.616+10:00
case-5721,T05 Print and send confirmation of receipt,Resource09,2011/03/10 18:44:30.725,Variant 4,4,task-15698,T05 Print and send confirmation of receipt,complete,Group 2,Resource09,2011-03-10T18:44:30.725+10:00
case-5721,T06 Determine necessity of stop advice,Resource09,2011/03/10 18:44:54.788,Variant 4,4,task-15694,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-03-10T18:44:54.788+10:00
case-5721,T10 Determine necessity to stop indication,Resource09,2011/03/10 18:45:27.170,Variant 4,4,task-15699,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2011-03-10T18:45:27.170+10:00
case-5748,Confirmation of receipt,Resource05,2011/02/23 19:33:49.721,Variant 38,38,task-10852,Confirmation of receipt,complete,EMPTY,Resource05,2011-02-23T19:33:49.721+10:00
case-5748,T02 Check confirmation of receipt,Resource05,2011/02/23 19:34:09.992,Variant 38,38,task-13800,T02 Check confirmation of receipt,complete,Group 4,Resource05,2011-02-23T19:34:09.992+10:00
case-5748,T04 Determine confirmation of receipt,Resource05,2011/02/23 19:34:41.492,Variant 38,38,task-13803,T04 Determine confirmation of receipt,complete,Group 3,Resource05,2011-02-23T19:34:41.492+10:00
case-5748,T06 Determine necessity of stop advice,Resource05,2011/02/23 19:37:17.249,Variant 38,38,task-13801,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-23T19:37:17.249+10:00
case-5748,T07-1 Draft intern advice aspect 1,Resource05,2011/02/23 19:37:58.680,Variant 38,38,task-13811,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-02-23T19:37:58.680+10:00
case-5748,T06 Determine necessity of stop advice,Resource05,2011/02/23 19:38:16.373,Variant 38,38,task-13814,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-23T19:38:16.373+10:00
case-5748,T07-1 Draft intern advice aspect 1,Resource05,2011/02/23 19:39:05.733,Variant 38,38,task-13815,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-02-23T19:39:05.733+10:00
case-5748,T06 Determine necessity of stop advice,Resource05,2011/02/23 19:39:20.688,Variant 38,38,task-13816,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-23T19:39:20.688+10:00
case-5748,T10 Determine necessity to stop indication,Resource05,2011/02/23 19:39:41.643,Variant 38,38,task-13817,T10 Determine necessity to stop indication,complete,Group 1,Resource05,2011-02-23T19:39:41.643+10:00
case-5748,T05 Print and send confirmation of receipt,admin1,2011/02/24 21:05:59.893,Variant 38,38,task-13805,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-24T21:05:59.893+10:00
case-5878,Confirmation of receipt,Resource17,2011/02/14 18:49:45.134,Variant 3,3,task-11308,Confirmation of receipt,complete,EMPTY,Resource17,2011-02-14T18:49:45.134+10:00
case-5878,T06 Determine necessity of stop advice,Resource17,2011/02/14 18:50:40.423,Variant 3,3,task-12132,T06 Determine necessity of stop advice,complete,Group 1,Resource17,2011-02-14T18:50:40.423+10:00
case-5878,T02 Check confirmation of receipt,Resource17,2011/02/14 18:50:54.090,Variant 3,3,task-12131,T02 Check confirmation of receipt,complete,EMPTY,Resource17,2011-02-14T18:50:54.090+10:00
case-5878,T10 Determine necessity to stop indication,Resource17,2011/02/14 18:51:10.694,Variant 3,3,task-12133,T10 Determine necessity to stop indication,complete,Group 1,Resource17,2011-02-14T18:51:10.694+10:00
case-5878,T04 Determine confirmation of receipt,Resource10,2011/02/14 21:19:09.483,Variant 3,3,task-12134,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-02-14T21:19:09.483+10:00
case-5878,T05 Print and send confirmation of receipt,admin1,2011/02/15 20:22:12.128,Variant 3,3,task-12173,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-15T20:22:12.128+10:00
case-6010,Confirmation of receipt,Resource09,2011/03/22 23:00:09.265,Variant 11,11,task-12327,Confirmation of receipt,complete,EMPTY,Resource09,2011-03-22T23:00:09.265+10:00
case-6010,T06 Determine necessity of stop advice,Resource09,2011/03/22 23:16:48.583,Variant 11,11,task-17204,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-03-22T23:16:48.583+10:00
case-6010,T07-1 Draft intern advice aspect 1,Resource09,2011/03/22 23:17:17.713,Variant 11,11,task-17211,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource09,2011-03-22T23:17:17.713+10:00
case-6010,T06 Determine necessity of stop advice,Resource09,2011/03/22 23:17:33.559,Variant 11,11,task-17212,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-03-22T23:17:33.559+10:00
case-6010,T10 Determine necessity to stop indication,Resource09,2011/03/22 23:18:27.266,Variant 11,11,task-17213,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2011-03-22T23:18:27.266+10:00
case-6010,T02 Check confirmation of receipt,Resource09,2011/03/22 23:23:56.997,Variant 11,11,task-17203,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-22T23:23:56.997+10:00
case-6010,T04 Determine confirmation of receipt,Resource09,2011/03/22 23:24:23.966,Variant 11,11,task-17235,T04 Determine confirmation of receipt,complete,Group 3,Resource09,2011-03-22T23:24:23.966+10:00
case-6010,T05 Print and send confirmation of receipt,admin1,2011/03/22 23:59:14.284,Variant 11,11,task-17236,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-03-22T23:59:14.284+10:00
case-6015,Confirmation of receipt,Resource06,2011/02/16 00:29:29.915,Variant 8,8,task-12344,Confirmation of receipt,complete,EMPTY,Resource06,2011-02-16T00:29:29.915+10:00
case-6015,T02 Check confirmation of receipt,Resource06,2011/02/16 00:45:56.421,Variant 8,8,task-12368,T02 Check confirmation of receipt,complete,Group 4,Resource06,2011-02-16T00:45:56.421+10:00
case-6015,T04 Determine confirmation of receipt,Resource06,2011/02/16 00:46:10.121,Variant 8,8,task-12371,T04 Determine confirmation of receipt,complete,Group 3,Resource06,2011-02-16T00:46:10.121+10:00
case-6015,T06 Determine necessity of stop advice,Resource06,2011/02/16 00:46:33.991,Variant 8,8,task-12369,T06 Determine necessity of stop advice,complete,Group 1,Resource06,2011-02-16T00:46:33.991+10:00
case-6015,T07-1 Draft intern advice aspect 1,Resource06,2011/02/16 00:47:20.899,Variant 8,8,task-12373,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource06,2011-02-16T00:47:20.899+10:00
case-6015,T06 Determine necessity of stop advice,Resource06,2011/02/16 00:47:47.680,Variant 8,8,task-12374,T06 Determine necessity of stop advice,complete,Group 1,Resource06,2011-02-16T00:47:47.680+10:00
case-6015,T10 Determine necessity to stop indication,Resource06,2011/02/16 00:48:36.617,Variant 8,8,task-12375,T10 Determine necessity to stop indication,complete,Group 1,Resource06,2011-02-16T00:48:36.617+10:00
case-6015,T05 Print and send confirmation of receipt,admin1,2011/02/16 23:03:48.596,Variant 8,8,task-12372,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-16T23:03:48.596+10:00
case-6339,Confirmation of receipt,Resource15,2011/03/10 23:19:56.082,Variant 1,1,task-15448,Confirmation of receipt,complete,EMPTY,Resource15,2011-03-10T23:19:56.082+10:00
case-6339,T06 Determine necessity of stop advice,Resource15,2011/03/10 23:24:42.827,Variant 1,1,task-15828,T06 Determine necessity of stop advice,complete,Group 1,Resource15,2011-03-10T23:24:42.827+10:00
case-6339,T02 Check confirmation of receipt,Resource18,2011/03/17 21:14:32.422,Variant 1,1,task-15827,T02 Check confirmation of receipt,complete,EMPTY,Resource18,2011-03-17T21:14:32.422+10:00
case-6339,T04 Determine confirmation of receipt,Resource18,2011/03/17 21:14:45.083,Variant 1,1,task-16598,T04 Determine confirmation of receipt,complete,Group 3,Resource18,2011-03-17T21:14:45.083+10:00
case-6339,T05 Print and send confirmation of receipt,admin1,2011/03/21 18:37:24.642,Variant 1,1,task-16599,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-03-21T18:37:24.642+10:00
case-6339,T10 Determine necessity to stop indication,Resource15,2011/03/25 20:58:30.646,Variant 1,1,task-15829,T10 Determine necessity to stop indication,complete,Group 1,Resource15,2011-03-25T20:58:30.646+10:00
case-6374,Confirmation of receipt,Resource12,2011/03/14 23:45:01.445,Variant 39,39,task-15681,Confirmation of receipt,complete,EMPTY,Resource12,2011-03-14T23:45:01.445+10:00
case-6374,T02 Check confirmation of receipt,Resource12,2011/03/17 21:03:49.811,Variant 39,39,task-16099,T02 Check confirmation of receipt,complete,EMPTY,Resource12,2011-03-17T21:03:49.811+10:00
case-6374,T04 Determine confirmation of receipt,Resource12,2011/03/17 21:37:46.103,Variant 39,39,task-16595,T04 Determine confirmation of receipt,complete,Group 3,Resource12,2011-03-17T21:37:46.103+10:00
case-6374,T05 Print and send confirmation of receipt,admin1,2011/03/21 18:35:59.306,Variant 39,39,task-16608,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-03-21T18:35:59.306+10:00
case-6374,T06 Determine necessity of stop advice,Resource12,2011/05/19 16:04:16.027,Variant 39,39,task-16100,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-19T16:04:16.027+10:00
case-6374,T08 Draft and send request for advice,Resource12,2011/05/19 19:57:53.015,Variant 39,39,task-25599,T08 Draft and send request for advice,complete,Group 1,Resource12,2011-05-19T19:57:53.015+10:00
case-6374,T09-1 Process or receive external advice from party 1,Resource12,2011/05/19 19:58:49.377,Variant 39,39,task-25691,T09-1 Process or receive external advice from party 1,complete,Group 1,Resource12,2011-05-19T19:58:49.377+10:00
case-6374,T06 Determine necessity of stop advice,Resource12,2011/05/19 20:01:53.824,Variant 39,39,task-25694,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-19T20:01:53.824+10:00
case-6374,T10 Determine necessity to stop indication,Resource12,2011/05/19 20:02:39.725,Variant 39,39,task-25706,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-05-19T20:02:39.725+10:00
case-6437,Confirmation of receipt,Resource21,2011/03/14 19:59:59.290,Variant 10,10,task-16035,Confirmation of receipt,complete,Group 1,Resource21,2011-03-14T19:59:59.290+10:00
case-6437,T06 Determine necessity of stop advice,admin2,2011/08/18 16:45:50.227,Variant 10,10,task-16038,T06 Determine necessity of stop advice,complete,Group 1,admin2,2011-08-18T16:45:50.227+10:00
case-6437,T02 Check confirmation of receipt,admin2,2011/08/18 16:45:50.819,Variant 10,10,task-16037,T02 Check confirmation of receipt,complete,EMPTY,admin2,2011-08-18T16:45:50.819+10:00
case-6682,Confirmation of receipt,Resource18,2011/04/07 19:09:40.019,Variant 1,1,task-17897,Confirmation of receipt,complete,EMPTY,Resource18,2011-04-07T19:09:40.019+10:00
case-6682,T06 Determine necessity of stop advice,Resource18,2011/04/07 19:14:39.795,Variant 1,1,task-19498,T06 Determine necessity of stop advice,complete,Group 1,Resource18,2011-04-07T19:14:39.795+10:00
case-6682,T02 Check confirmation of receipt,Resource18,2011/04/07 19:14:52.276,Variant 1,1,task-19497,T02 Check confirmation of receipt,complete,EMPTY,Resource18,2011-04-07T19:14:52.276+10:00
case-6682,T04 Determine confirmation of receipt,Resource18,2011/04/07 19:15:33.805,Variant 1,1,task-19501,T04 Determine confirmation of receipt,complete,EMPTY,Resource18,2011-04-07T19:15:33.805+10:00
case-6682,T05 Print and send confirmation of receipt,Resource18,2011/04/07 19:15:50.994,Variant 1,1,task-19502,T05 Print and send confirmation of receipt,complete,Group 2,Resource18,2011-04-07T19:15:50.994+10:00
case-6682,T10 Determine necessity to stop indication,Resource18,2011/04/07 20:06:15.715,Variant 1,1,task-19500,T10 Determine necessity to stop indication,complete,Group 1,Resource18,2011-04-07T20:06:15.715+10:00
case-6719,Confirmation of receipt,Resource06,2011/04/11 18:15:48.048,Variant 2,2,task-18043,Confirmation of receipt,complete,EMPTY,Resource06,2011-04-11T18:15:48.048+10:00
case-6719,T06 Determine necessity of stop advice,Resource06,2011/04/11 18:16:23.586,Variant 2,2,task-19787,T06 Determine necessity of stop advice,complete,Group 1,Resource06,2011-04-11T18:16:23.586+10:00
case-6719,T10 Determine necessity to stop indication,Resource06,2011/04/11 18:16:38.759,Variant 2,2,task-19788,T10 Determine necessity to stop indication,complete,Group 1,Resource06,2011-04-11T18:16:38.759+10:00
case-6719,T02 Check confirmation of receipt,Resource24,2011/04/13 16:55:44.464,Variant 2,2,task-19786,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2011-04-13T16:55:44.464+10:00
case-6719,T03 Adjust confirmation of receipt,Resource06,2011/05/10 23:54:29.275,Variant 2,2,task-20132,T03 Adjust confirmation of receipt,complete,Group 1,Resource06,2011-05-10T23:54:29.275+10:00
case-6719,T02 Check confirmation of receipt,Resource06,2011/05/10 23:57:16.410,Variant 2,2,task-24317,T02 Check confirmation of receipt,complete,Group 4,Resource06,2011-05-10T23:57:16.410+10:00
case-6719,T04 Determine confirmation of receipt,Resource06,2011/05/10 23:57:28.404,Variant 2,2,task-24319,T04 Determine confirmation of receipt,complete,Group 3,Resource06,2011-05-10T23:57:28.404+10:00
case-6719,T05 Print and send confirmation of receipt,Resource06,2011/05/10 23:57:42.891,Variant 2,2,task-24320,T05 Print and send confirmation of receipt,complete,Group 2,Resource06,2011-05-10T23:57:42.891+10:00
case-6988,Confirmation of receipt,Resource17,2011/04/21 23:01:09.032,Variant 3,3,task-20572,Confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:01:09.032+10:00
case-6988,T06 Determine necessity of stop advice,Resource17,2011/04/21 23:09:38.036,Variant 3,3,task-21938,T06 Determine necessity of stop advice,complete,Group 1,Resource17,2011-04-21T23:09:38.036+10:00
case-6988,T02 Check confirmation of receipt,Resource17,2011/04/21 23:09:53.753,Variant 3,3,task-21937,T02 Check confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:09:53.753+10:00
case-6988,T10 Determine necessity to stop indication,Resource17,2011/04/21 23:10:09.040,Variant 3,3,task-21939,T10 Determine necessity to stop indication,complete,Group 1,Resource17,2011-04-21T23:10:09.040+10:00
case-6988,T04 Determine confirmation of receipt,Resource17,2011/04/21 23:10:42.016,Variant 3,3,task-21940,T04 Determine confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:10:42.016+10:00
case-6988,T05 Print and send confirmation of receipt,Resource17,2011/04/21 23:10:55.780,Variant 3,3,task-21942,T05 Print and send confirmation of receipt,complete,Group 2,Resource17,2011-04-21T23:10:55.780+10:00
case-6998,Confirmation of receipt,Resource13,2011/04/20 15:56:26.031,Variant 3,3,task-20613,Confirmation of receipt,complete,EMPTY,Resource13,2011-04-20T15:56:26.031+10:00
case-6998,T06 Determine necessity of stop advice,Resource13,2011/04/20 15:57:15.696,Variant 3,3,task-21246,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-04-20T15:57:15.696+10:00
case-6998,T02 Check confirmation of receipt,Resource13,2011/04/20 15:57:32.308,Variant 3,3,task-21245,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-04-20T15:57:32.308+10:00
case-6998,T10 Determine necessity to stop indication,Resource13,2011/04/20 15:58:18.620,Variant 3,3,task-21247,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-04-20T15:58:18.620+10:00
case-6998,T04 Determine confirmation of receipt,Resource10,2011/04/27 17:06:36.518,Variant 3,3,task-21248,T04 Determine confirmation of receipt,complete,EMPTY,Resource10,2011-04-27T17:06:36.518+10:00
case-6998,T05 Print and send confirmation of receipt,admin1,2011/04/28 23:16:53.667,Variant 3,3,task-22276,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-04-28T23:16:53.667+10:00
case-7016,Confirmation of receipt,Resource12,2011/05/02 20:46:29.233,Variant 40,40,task-20668,Confirmation of receipt,complete,EMPTY,Resource12,2011-05-02T20:46:29.233+10:00
case-7016,T02 Check confirmation of receipt,Resource12,2011/05/02 21:34:32.918,Variant 40,40,task-23112,T02 Check confirmation of receipt,complete,Group 4,Resource12,2011-05-02T21:34:32.918+10:00
case-7016,T04 Determine confirmation of receipt,Resource12,2011/05/02 21:34:59.433,Variant 40,40,task-23145,T04 Determine confirmation of receipt,complete,Group 3,Resource12,2011-05-02T21:34:59.433+10:00
case-7016,T05 Print and send confirmation of receipt,Resource12,2011/05/02 21:37:26.441,Variant 40,40,task-23146,T05 Print and send confirmation of receipt,complete,Group 2,Resource12,2011-05-02T21:37:26.441+10:00
case-7016,T06 Determine necessity of stop advice,Resource12,2011/05/02 21:45:23.536,Variant 40,40,task-23113,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-02T21:45:23.536+10:00
case-7016,T07-1 Draft intern advice aspect 1,Resource12,2011/05/02 21:46:25.341,Variant 40,40,task-23159,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource12,2011-05-02T21:46:25.341+10:00
case-7016,T08 Draft and send request for advice,Resource12,2011/05/02 21:47:15.573,Variant 40,40,task-23158,T08 Draft and send request for advice,complete,Group 1,Resource12,2011-05-02T21:47:15.573+10:00
case-7016,T09-4 Process or receive external advice from party 4,Resource12,2011/05/02 21:47:38.397,Variant 40,40,task-23160,T09-4 Process or receive external advice from party 4,complete,Group 1,Resource12,2011-05-02T21:47:38.397+10:00
case-7016,T06 Determine necessity of stop advice,Resource12,2011/05/02 21:48:15.157,Variant 40,40,task-23161,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-02T21:48:15.157+10:00
case-7016,T10 Determine necessity to stop indication,Resource12,2011/05/02 21:48:51.151,Variant 40,40,task-23162,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-05-02T21:48:51.151+10:00
case-7045,Confirmation of receipt,Resource17,2011/04/21 23:38:27.803,Variant 3,3,task-20758,Confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:38:27.803+10:00
case-7045,T06 Determine necessity of stop advice,Resource17,2011/04/21 23:38:44.484,Variant 3,3,task-21957,T06 Determine necessity of stop advice,complete,Group 1,Resource17,2011-04-21T23:38:44.484+10:00
case-7045,T02 Check confirmation of receipt,Resource17,2011/04/21 23:39:55.285,Variant 3,3,task-21956,T02 Check confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:39:55.285+10:00
case-7045,T10 Determine necessity to stop indication,Resource17,2011/04/21 23:40:11.961,Variant 3,3,task-21958,T10 Determine necessity to stop indication,complete,Group 1,Resource17,2011-04-21T23:40:11.961+10:00
case-7045,T04 Determine confirmation of receipt,Resource17,2011/04/21 23:41:04.015,Variant 3,3,task-21959,T04 Determine confirmation of receipt,complete,EMPTY,Resource17,2011-04-21T23:41:04.015+10:00
case-7045,T05 Print and send confirmation of receipt,Resource17,2011/04/21 23:41:20.605,Variant 3,3,task-21961,T05 Print and send confirmation of receipt,complete,Group 2,Resource17,2011-04-21T23:41:20.605+10:00
case-7305,Confirmation of receipt,Resource15,2011/05/27 19:46:44.277,Variant 41,41,task-22969,Confirmation of receipt,complete,EMPTY,Resource15,2011-05-27T19:46:44.277+10:00
case-7305,T06 Determine necessity of stop advice,Resource15,2011/05/27 19:47:03.473,Variant 41,41,task-26701,T06 Determine necessity of stop advice,complete,Group 1,Resource15,2011-05-27T19:47:03.473+10:00
case-7305,T02 Check confirmation of receipt,Resource15,2011/05/27 19:47:20.156,Variant 41,41,task-26700,T02 Check confirmation of receipt,complete,Group 4,Resource15,2011-05-27T19:47:20.156+10:00
case-7305,T04 Determine confirmation of receipt,Resource15,2011/05/27 19:47:34.696,Variant 41,41,task-26705,T04 Determine confirmation of receipt,complete,Group 3,Resource15,2011-05-27T19:47:34.696+10:00
case-7305,T05 Print and send confirmation of receipt,Resource15,2011/05/27 19:47:47.149,Variant 41,41,task-26706,T05 Print and send confirmation of receipt,complete,Group 2,Resource15,2011-05-27T19:47:47.149+10:00
case-7305,T10 Determine necessity to stop indication,Resource15,2011/05/27 19:48:12.185,Variant 41,41,task-26704,T10 Determine necessity to stop indication,complete,Group 1,Resource15,2011-05-27T19:48:12.185+10:00
case-7305,T11 Create document X request unlicensed,Resource15,2011/05/27 20:06:46.107,Variant 41,41,task-26707,T11 Create document X request unlicensed,complete,Group 1,Resource15,2011-05-27T20:06:46.107+10:00
case-7305,T12 Check document X request unlicensed,Resource15,2011/05/27 20:06:59.586,Variant 41,41,task-26719,T12 Check document X request unlicensed,complete,Group 4,Resource15,2011-05-27T20:06:59.586+10:00
case-7305,T14 Determine document X request unlicensed,Resource15,2011/05/27 20:07:11.856,Variant 41,41,task-26720,T14 Determine document X request unlicensed,complete,Group 3,Resource15,2011-05-27T20:07:11.856+10:00
case-7305,T15 Print document X request unlicensed,admin1,2011/06/10 00:49:33.600,Variant 41,41,task-26721,T15 Print document X request unlicensed,complete,EMPTY,admin1,2011-06-10T00:49:33.600+10:00
case-7541,Confirmation of receipt,Resource04,2011/05/19 19:55:23.539,Variant 1,1,task-25180,Confirmation of receipt,complete,Group 1,Resource04,2011-05-19T19:55:23.539+10:00
case-7541,T06 Determine necessity of stop advice,Resource04,2011/05/19 19:55:39.014,Variant 1,1,task-25683,T06 Determine necessity of stop advice,complete,Group 1,Resource04,2011-05-19T19:55:39.014+10:00
case-7541,T02 Check confirmation of receipt,Resource04,2011/05/19 19:55:51.485,Variant 1,1,task-25682,T02 Check confirmation of receipt,complete,Group 4,Resource04,2011-05-19T19:55:51.485+10:00
case-7541,T04 Determine confirmation of receipt,Resource04,2011/05/19 19:56:03.092,Variant 1,1,task-25685,T04 Determine confirmation of receipt,complete,Group 3,Resource04,2011-05-19T19:56:03.092+10:00
case-7541,T05 Print and send confirmation of receipt,Resource04,2011/05/19 19:56:13.624,Variant 1,1,task-25686,T05 Print and send confirmation of receipt,complete,Group 2,Resource04,2011-05-19T19:56:13.624+10:00
case-7541,T10 Determine necessity to stop indication,Resource04,2011/05/19 19:56:26.335,Variant 1,1,task-25684,T10 Determine necessity to stop indication,complete,Group 1,Resource04,2011-05-19T19:56:26.335+10:00
case-7569,Confirmation of receipt,Resource12,2011/06/06 17:00:20.128,Variant 13,13,task-25299,Confirmation of receipt,complete,EMPTY,Resource12,2011-06-06T17:00:20.128+10:00
case-7569,T06 Determine necessity of stop advice,Resource12,2011/06/06 17:01:10.436,Variant 13,13,task-27654,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-06-06T17:01:10.436+10:00
