Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-8936,T06 Determine necessity of stop advice-complete,Resource02,2011/08/10 21:04:39.823,Variant 2,2,Internet,General,Group 5,Resource02,task-36117,T06 Determine necessity of stop advice,complete,Group 1
case-8936,T10 Determine necessity to stop indication-complete,Resource02,2011/08/10 21:23:58.423,Variant 2,2,Internet,General,Group 5,Resource02,task-36120,T10 Determine necessity to stop indication,complete,Group 1
case-8954,Confirmation of receipt-complete,Resource04,2011/08/04 17:33:25.033,Variant 2,2,Internet,General,Group 5,Resource23,task-35230,Confirmation of receipt,complete,Group 1
case-8954,T02 Check confirmation of receipt-complete,Resource04,2011/08/04 17:33:47.076,Variant 2,2,Internet,General,Group 5,Resource23,task-35355,T02 Check confirmation of receipt,complete,Group 4
case-8954,T04 Determine confirmation of receipt-complete,Resource04,2011/08/04 17:34:05.872,Variant 2,2,Internet,General,Group 5,Resource23,task-35357,T04 Determine confirmation of receipt,complete,Group 3
case-8954,T05 Print and send confirmation of receipt-complete,Resource04,2011/08/04 17:34:24.912,Variant 2,2,Internet,General,Group 5,Resource23,task-35358,T05 Print and send confirmation of receipt,complete,Group 2
case-8954,T06 Determine necessity of stop advice-complete,Resource04,2011/08/04 17:34:42.221,Variant 2,2,Internet,General,Group 5,Resource23,task-35356,T06 Determine necessity of stop advice,complete,Group 1
case-8954,T10 Determine necessity to stop indication-complete,Resource04,2011/08/04 17:35:01.839,Variant 2,2,Internet,General,Group 5,Resource23,task-35359,T10 Determine necessity to stop indication,complete,Group 1
case-8958,Confirmation of receipt-complete,Resource14,2011/08/09 16:11:55.902,Variant 2,2,Internet,General,Group 5,Resource14,task-35321,Confirmation of receipt,complete,Group 1
case-8958,T02 Check confirmation of receipt-complete,Resource14,2011/08/09 16:12:36.770,Variant 2,2,Internet,General,Group 5,Resource14,task-35870,T02 Check confirmation of receipt,complete,Group 4
case-8958,T04 Determine confirmation of receipt-complete,Resource14,2011/08/09 16:12:56.494,Variant 2,2,Internet,General,Group 5,Resource14,task-35872,T04 Determine confirmation of receipt,complete,Group 3
case-8958,T05 Print and send confirmation of receipt-complete,Resource14,2011/08/09 16:13:22.672,Variant 2,2,Internet,General,Group 5,Resource14,task-35873,T05 Print and send confirmation of receipt,complete,Group 2
case-8958,T06 Determine necessity of stop advice-complete,Resource14,2011/08/09 16:41:14.999,Variant 2,2,Internet,General,Group 5,Resource14,task-35871,T06 Determine necessity of stop advice,complete,Group 1
case-8958,T10 Determine necessity to stop indication-complete,Resource14,2011/08/09 16:43:50.060,Variant 2,2,Internet,General,Group 5,Resource14,task-35878,T10 Determine necessity to stop indication,complete,Group 1
case-8959,Confirmation of receipt-complete,Resource01,2011/08/10 20:16:59.274,Variant 2,2,Internet,General,Group 8,Resource11,task-35353,Confirmation of receipt,complete,Group 1
case-8959,T02 Check confirmation of receipt-complete,Resource01,2011/08/10 20:17:22.152,Variant 2,2,Internet,General,Group 8,Resource11,task-36092,T02 Check confirmation of receipt,complete,Group 4
case-8959,T04 Determine confirmation of receipt-complete,Resource01,2011/08/10 20:17:50.313,Variant 2,2,Internet,General,Group 8,Resource11,task-36094,T04 Determine confirmation of receipt,complete,Group 3
case-8959,T05 Print and send confirmation of receipt-complete,Resource01,2011/08/10 20:18:35.008,Variant 2,2,Internet,General,Group 8,Resource11,task-36095,T05 Print and send confirmation of receipt,complete,Group 2
case-8959,T06 Determine necessity of stop advice-complete,Resource01,2011/08/10 20:19:30.470,Variant 2,2,Internet,General,Group 8,Resource11,task-36093,T06 Determine necessity of stop advice,complete,Group 1
case-8959,T10 Determine necessity to stop indication-complete,Resource01,2011/08/10 20:19:57.555,Variant 2,2,Internet,General,Group 8,Resource11,task-36096,T10 Determine necessity to stop indication,complete,Group 1
case-8962,Confirmation of receipt-complete,Resource01,2011/08/10 21:32:50.308,Variant 2,2,Internet,General,Group 8,Resource11,task-35364,Confirmation of receipt,complete,Group 1
case-8962,T02 Check confirmation of receipt-complete,Resource01,2011/08/10 21:33:35.557,Variant 2,2,Internet,General,Group 8,Resource11,task-36133,T02 Check confirmation of receipt,complete,Group 4
case-8962,T04 Determine confirmation of receipt-complete,Resource01,2011/08/10 21:34:56.533,Variant 2,2,Internet,General,Group 8,Resource11,task-36136,T04 Determine confirmation of receipt,complete,Group 3
case-8962,T05 Print and send confirmation of receipt-complete,Resource01,2011/08/10 21:35:20.702,Variant 2,2,Internet,General,Group 8,Resource11,task-36139,T05 Print and send confirmation of receipt,complete,Group 2
case-8962,T06 Determine necessity of stop advice-complete,Resource01,2011/08/10 21:35:35.913,Variant 2,2,Internet,General,Group 8,Resource11,task-36134,T06 Determine necessity of stop advice,complete,Group 1
case-8962,T10 Determine necessity to stop indication-complete,Resource01,2011/08/10 21:36:05.724,Variant 2,2,Internet,General,Group 8,Resource11,task-36140,T10 Determine necessity to stop indication,complete,Group 1
case-8964,Confirmation of receipt-complete,Resource01,2011/08/11 15:17:34.597,Variant 2,2,Internet,General,Group 8,Resource11,task-35417,Confirmation of receipt,complete,Group 1
case-8964,T02 Check confirmation of receipt-complete,Resource01,2011/08/11 15:17:57.894,Variant 2,2,Internet,General,Group 8,Resource11,task-36197,T02 Check confirmation of receipt,complete,Group 4
case-8964,T04 Determine confirmation of receipt-complete,Resource01,2011/08/11 15:18:25.057,Variant 2,2,Internet,General,Group 8,Resource11,task-36199,T04 Determine confirmation of receipt,complete,Group 3
case-8964,T05 Print and send confirmation of receipt-complete,Resource01,2011/08/11 15:18:44.028,Variant 2,2,Internet,General,Group 8,Resource11,task-36200,T05 Print and send confirmation of receipt,complete,Group 2
case-8964,T06 Determine necessity of stop advice-complete,Resource01,2011/08/11 15:19:04.671,Variant 2,2,Internet,General,Group 8,Resource11,task-36198,T06 Determine necessity of stop advice,complete,Group 1
case-8964,T10 Determine necessity to stop indication-complete,Resource01,2011/08/11 15:19:23.985,Variant 2,2,Internet,General,Group 8,Resource11,task-36201,T10 Determine necessity to stop indication,complete,Group 1
case-8967,Confirmation of receipt-complete,Resource04,2011/08/15 20:47:45.427,Variant 2,2,Internet,General,Group 5,Resource04,task-35469,Confirmation of receipt,complete,Group 1
case-8967,T02 Check confirmation of receipt-complete,Resource04,2011/08/15 20:48:15.319,Variant 2,2,Internet,General,Group 5,Resource04,task-36463,T02 Check confirmation of receipt,complete,Group 4
case-8967,T04 Determine confirmation of receipt-complete,Resource04,2011/08/15 20:48:41.486,Variant 2,2,Internet,General,Group 5,Resource04,task-36465,T04 Determine confirmation of receipt,complete,Group 3
case-8967,T05 Print and send confirmation of receipt-complete,Resource04,2011/08/15 20:49:07.100,Variant 2,2,Internet,General,Group 5,Resource04,task-36466,T05 Print and send confirmation of receipt,complete,Group 2
case-8967,T06 Determine necessity of stop advice-complete,Resource04,2011/08/15 20:59:03.928,Variant 2,2,Internet,General,Group 5,Resource04,task-36464,T06 Determine necessity of stop advice,complete,Group 1
case-8967,T10 Determine necessity to stop indication-complete,Resource04,2011/08/15 21:00:39.031,Variant 2,2,Internet,General,Group 5,Resource04,task-36472,T10 Determine necessity to stop indication,complete,Group 1
case-8969,T02 Check confirmation of receipt-complete,Resource01,2011/09/08 15:00:54.687,Variant 50,50,Internet,General,Group 8,Resource01,task-38254,T02 Check confirmation of receipt,complete,Group 4
case-8969,T05 Print and send confirmation of receipt-complete,admin1,2011/09/09 15:26:11.076,Variant 50,50,Internet,General,Group 8,Resource01,task-38562,T05 Print and send confirmation of receipt,complete,Group 2
case-8969,T06 Determine necessity of stop advice-complete,admin2,2011/09/15 15:36:09.253,Variant 50,50,Internet,General,Group 8,Resource01,task-38255,T06 Determine necessity of stop advice,complete,Group 1
case-8982,T06 Determine necessity of stop advice-complete,Resource13,2011/08/12 17:53:06.407,Variant 4,4,Internet,General,Group 5,Resource13,task-36342,T06 Determine necessity of stop advice,complete,Group 1
case-8982,T10 Determine necessity to stop indication-complete,Resource13,2011/08/12 17:54:03.012,Variant 4,4,Internet,General,Group 5,Resource13,task-36345,T10 Determine necessity to stop indication,complete,Group 1
case-8983,Confirmation of receipt-complete,Resource02,2011/08/22 14:46:15.702,Variant 2,2,Internet,General,Group 5,Resource02,task-35536,Confirmation of receipt,complete,Group 1
case-8983,T02 Check confirmation of receipt-complete,Resource02,2011/08/22 14:47:11.778,Variant 2,2,Internet,General,Group 5,Resource02,task-36885,T02 Check confirmation of receipt,complete,Group 4
case-8983,T04 Determine confirmation of receipt-complete,Resource02,2011/08/22 15:05:22.802,Variant 2,2,Internet,General,Group 5,Resource02,task-36887,T04 Determine confirmation of receipt,complete,Group 3
case-8983,T05 Print and send confirmation of receipt-complete,Resource02,2011/08/22 15:22:41.469,Variant 2,2,Internet,General,Group 5,Resource02,task-36888,T05 Print and send confirmation of receipt,complete,Group 2
case-8983,T06 Determine necessity of stop advice-complete,Resource02,2011/09/26 00:17:48.604,Variant 2,2,Internet,General,Group 5,Resource02,task-36886,T06 Determine necessity of stop advice,complete,Group 1
case-8983,T10 Determine necessity to stop indication-complete,Resource02,2011/09/26 00:18:16.498,Variant 2,2,Internet,General,Group 5,Resource02,task-40229,T10 Determine necessity to stop indication,complete,Group 1
case-8986,Confirmation of receipt-complete,Resource14,2011/08/26 18:50:15.651,Variant 2,2,Internet,General,Group 5,Resource14,task-35539,Confirmation of receipt,complete,Group 1
case-8986,T02 Check confirmation of receipt-complete,Resource14,2011/08/26 18:50:37.469,Variant 2,2,Internet,General,Group 5,Resource14,task-37226,T02 Check confirmation of receipt,complete,Group 4
case-8986,T04 Determine confirmation of receipt-complete,Resource14,2011/08/26 18:50:58.097,Variant 2,2,Internet,General,Group 5,Resource14,task-37228,T04 Determine confirmation of receipt,complete,Group 3
case-8986,T05 Print and send confirmation of receipt-complete,Resource14,2011/08/26 18:51:21.604,Variant 2,2,Internet,General,Group 5,Resource14,task-37229,T05 Print and send confirmation of receipt,complete,Group 2
case-8986,T06 Determine necessity of stop advice-complete,Resource14,2011/08/29 16:40:23.636,Variant 2,2,Internet,General,Group 5,Resource14,task-37227,T06 Determine necessity of stop advice,complete,Group 1
case-8986,T10 Determine necessity to stop indication-complete,Resource14,2011/08/29 16:40:44.349,Variant 2,2,Internet,General,Group 5,Resource14,task-37315,T10 Determine necessity to stop indication,complete,Group 1
case-8989,Confirmation of receipt-complete,Resource12,2011/08/11 20:25:17.524,Variant 182,182,Internet,General,Group 5,Resource12,task-35555,Confirmation of receipt,complete,Group 1
case-8989,T02 Check confirmation of receipt-complete,Resource12,2011/08/11 20:26:04.791,Variant 182,182,Internet,General,Group 5,Resource12,task-36294,T02 Check confirmation of receipt,complete,Group 4
case-8989,T04 Determine confirmation of receipt-complete,Resource12,2011/08/11 20:26:51.380,Variant 182,182,Internet,General,Group 5,Resource12,task-36296,T04 Determine confirmation of receipt,complete,Group 3
case-8989,T05 Print and send confirmation of receipt-complete,Resource12,2011/08/11 20:27:52.790,Variant 182,182,Internet,General,Group 5,Resource12,task-36297,T05 Print and send confirmation of receipt,complete,Group 2
case-8989,T06 Determine necessity of stop advice-complete,Resource12,2011/08/11 20:33:07.403,Variant 182,182,Internet,General,Group 5,Resource12,task-36295,T06 Determine necessity of stop advice,complete,Group 1
case-8989,T07-3 Draft intern advice hold for aspect 3-complete,Resource12,2011/08/11 20:35:16.881,Variant 182,182,Internet,General,Group 5,Resource12,task-36299,T07-3 Draft intern advice hold for aspect 3,complete,Group 14
case-8989,T07-2 Draft intern advice aspect 2-complete,Resource12,2011/08/11 20:45:44.795,Variant 182,182,Internet,General,Group 5,Resource12,task-36300,T07-2 Draft intern advice aspect 2,complete,Group 15
case-8989,T06 Determine necessity of stop advice-complete,Resource12,2011/08/11 20:46:35.333,Variant 182,182,Internet,General,Group 5,Resource12,task-36301,T06 Determine necessity of stop advice,complete,Group 1
case-8989,T07-2 Draft intern advice aspect 2-complete,Resource12,2011/08/11 20:47:03.653,Variant 182,182,Internet,General,Group 5,Resource12,task-36303,T07-2 Draft intern advice aspect 2,complete,Group 15
case-8989,T07-3 Draft intern advice hold for aspect 3-complete,Resource12,2011/08/11 20:47:22.767,Variant 182,182,Internet,General,Group 5,Resource12,task-36302,T07-3 Draft intern advice hold for aspect 3,complete,Group 14
case-8989,T06 Determine necessity of stop advice-complete,Resource12,2011/08/11 20:47:46.348,Variant 182,182,Internet,General,Group 5,Resource12,task-36304,T06 Determine necessity of stop advice,complete,Group 1
case-8989,T10 Determine necessity to stop indication-complete,Resource12,2011/08/11 20:48:34.970,Variant 182,182,Internet,General,Group 5,Resource12,task-36305,T10 Determine necessity to stop indication,complete,Group 1
case-8993,Confirmation of receipt-complete,Resource06,2011/08/10 14:46:13.009,Variant 2,2,Internet,General,Group 5,Resource06,task-35559,Confirmation of receipt,complete,Group 1
case-8993,T02 Check confirmation of receipt-complete,Resource06,2011/08/10 14:46:40.893,Variant 2,2,Internet,General,Group 5,Resource06,task-35994,T02 Check confirmation of receipt,complete,Group 4
case-8993,T04 Determine confirmation of receipt-complete,Resource06,2011/08/10 14:47:00.406,Variant 2,2,Internet,General,Group 5,Resource06,task-35996,T04 Determine confirmation of receipt,complete,Group 3
case-8993,T05 Print and send confirmation of receipt-complete,Resource06,2011/08/10 14:47:21.444,Variant 2,2,Internet,General,Group 5,Resource06,task-35997,T05 Print and send confirmation of receipt,complete,Group 2
case-8993,T06 Determine necessity of stop advice-complete,Resource06,2011/08/10 14:47:37.307,Variant 2,2,Internet,General,Group 5,Resource06,task-35995,T06 Determine necessity of stop advice,complete,Group 1
case-8993,T10 Determine necessity to stop indication-complete,Resource06,2011/08/10 15:03:28.778,Variant 2,2,Internet,General,Group 5,Resource06,task-35998,T10 Determine necessity to stop indication,complete,Group 1
case-8998,Confirmation of receipt-complete,Resource14,2011/08/11 15:19:07.312,Variant 2,2,Internet,General,Group 5,Resource14,task-35583,Confirmation of receipt,complete,Group 1
case-8998,T02 Check confirmation of receipt-complete,Resource14,2011/08/11 15:19:37.957,Variant 2,2,Internet,General,Group 5,Resource14,task-36202,T02 Check confirmation of receipt,complete,Group 4
case-8998,T04 Determine confirmation of receipt-complete,Resource14,2011/08/11 15:20:17.986,Variant 2,2,Internet,General,Group 5,Resource14,task-36205,T04 Determine confirmation of receipt,complete,Group 3
case-8998,T05 Print and send confirmation of receipt-complete,Resource14,2011/08/11 15:20:42.982,Variant 2,2,Internet,General,Group 5,Resource14,task-36209,T05 Print and send confirmation of receipt,complete,Group 2
case-8998,T06 Determine necessity of stop advice-complete,Resource14,2011/08/11 16:19:57.784,Variant 2,2,Internet,General,Group 5,Resource14,task-36203,T06 Determine necessity of stop advice,complete,Group 1
case-8998,T10 Determine necessity to stop indication-complete,Resource14,2011/08/11 16:20:33.780,Variant 2,2,Internet,General,Group 5,Resource14,task-36239,T10 Determine necessity to stop indication,complete,Group 1
case-9004,Confirmation of receipt-complete,Resource14,2011/08/16 17:14:52.974,Variant 2,2,Internet,General,Group 5,Resource14,task-35714,Confirmation of receipt,complete,Group 1
case-9004,T02 Check confirmation of receipt-complete,Resource14,2011/08/16 17:15:20.107,Variant 2,2,Internet,General,Group 5,Resource14,task-36511,T02 Check confirmation of receipt,complete,Group 4
case-9004,T04 Determine confirmation of receipt-complete,Resource14,2011/08/16 17:16:26.667,Variant 2,2,Internet,General,Group 5,Resource14,task-36513,T04 Determine confirmation of receipt,complete,Group 3
case-9004,T05 Print and send confirmation of receipt-complete,Resource14,2011/08/16 17:16:48.761,Variant 2,2,Internet,General,Group 5,Resource14,task-36514,T05 Print and send confirmation of receipt,complete,Group 2
case-9004,T06 Determine necessity of stop advice-complete,Resource14,2011/08/16 17:54:43.404,Variant 2,2,Internet,General,Group 5,Resource14,task-36512,T06 Determine necessity of stop advice,complete,Group 1
case-9004,T10 Determine necessity to stop indication-complete,Resource14,2011/08/16 17:55:04.023,Variant 2,2,Internet,General,Group 5,Resource14,task-36517,T10 Determine necessity to stop indication,complete,Group 1
case-9011,Confirmation of receipt-complete,Resource02,2011/08/18 15:03:47.712,Variant 2,2,Internet,General,Group 5,Resource02,task-35929,Confirmation of receipt,complete,Group 1
case-9011,T02 Check confirmation of receipt-complete,Resource02,2011/08/18 15:04:10.566,Variant 2,2,Internet,General,Group 5,Resource02,task-36709,T02 Check confirmation of receipt,complete,Group 4
case-9011,T04 Determine confirmation of receipt-complete,Resource02,2011/08/18 15:04:46.787,Variant 2,2,Internet,General,Group 5,Resource02,task-36711,T04 Determine confirmation of receipt,complete,Group 3
case-9011,T05 Print and send confirmation of receipt-complete,Resource02,2011/08/18 15:05:12.176,Variant 2,2,Internet,General,Group 5,Resource02,task-36712,T05 Print and send confirmation of receipt,complete,Group 2
case-9011,T06 Determine necessity of stop advice-complete,Resource02,2011/08/18 15:06:46.928,Variant 2,2,Internet,General,Group 5,Resource02,task-36710,T06 Determine necessity of stop advice,complete,Group 1
case-9011,T10 Determine necessity to stop indication-complete,Resource02,2011/08/18 19:46:17.085,Variant 2,2,Internet,General,Group 5,Resource02,task-36713,T10 Determine necessity to stop indication,complete,Group 1
case-9012,T02 Check confirmation of receipt-complete,Resource12,2011/09/23 20:36:25.450,Variant 1,1,Internet,General,Group 5,Resource12,task-40150,T02 Check confirmation of receipt,complete,Group 4
case-9012,T04 Determine confirmation of receipt-complete,Resource12,2011/09/23 20:36:54.957,Variant 1,1,Internet,General,Group 5,Resource12,task-40152,T04 Determine confirmation of receipt,complete,Group 3
case-9012,T05 Print and send confirmation of receipt-complete,Resource12,2011/09/23 20:37:28.436,Variant 1,1,Internet,General,Group 5,Resource12,task-40153,T05 Print and send confirmation of receipt,complete,Group 2
case-9012,T06 Determine necessity of stop advice-complete,Resource12,2011/09/23 20:38:01.057,Variant 1,1,Internet,General,Group 5,Resource12,task-40151,T06 Determine necessity of stop advice,complete,Group 1
case-9012,T10 Determine necessity to stop indication-complete,Resource12,2011/09/23 20:38:26.005,Variant 1,1,Internet,General,Group 5,Resource12,task-40156,T10 Determine necessity to stop indication,complete,Group 1
case-9013,T02 Check confirmation of receipt-complete,Resource09,2011/09/23 20:15:58.446,Variant 15,15,Internet,General,,admin1,task-40127,T02 Check confirmation of receipt,complete,Group 4
case-9013,T06 Determine necessity of stop advice-complete,Resource09,2011/09/23 20:16:28.347,Variant 15,15,Internet,General,,admin1,task-40128,T06 Determine necessity of stop advice,complete,Group 1
case-9013,T04 Determine confirmation of receipt-complete,Resource09,2011/09/23 20:16:47.753,Variant 15,15,Internet,General,,admin1,task-40129,T04 Determine confirmation of receipt,complete,Group 3
case-9013,T05 Print and send confirmation of receipt-complete,Resource09,2011/09/23 20:17:04.456,Variant 15,15,Internet,General,,admin1,task-40131,T05 Print and send confirmation of receipt,complete,Group 2
case-9013,T10 Determine necessity to stop indication-complete,Resource09,2011/09/23 20:17:42.272,Variant 15,15,Internet,General,,admin1,task-40130,T10 Determine necessity to stop indication,complete,Group 1
case-9014,Confirmation of receipt-complete,Resource04,2011/08/19 20:26:09.623,Variant 2,2,Internet,General,Group 5,Resource04,task-35970,Confirmation of receipt,complete,Group 1
case-9014,T02 Check confirmation of receipt-complete,Resource04,2011/08/19 20:26:29.407,Variant 2,2,Internet,General,Group 5,Resource04,task-36854,T02 Check confirmation of receipt,complete,Group 4
case-9014,T04 Determine confirmation of receipt-complete,Resource04,2011/08/19 20:26:53.536,Variant 2,2,Internet,General,Group 5,Resource04,task-36856,T04 Determine confirmation of receipt,complete,Group 3
case-9014,T05 Print and send confirmation of receipt-complete,Resource04,2011/08/19 20:27:12.652,Variant 2,2,Internet,General,Group 5,Resource04,task-36857,T05 Print and send confirmation of receipt,complete,Group 2
case-9014,T06 Determine necessity of stop advice-complete,Resource04,2011/08/24 18:35:45.035,Variant 2,2,Internet,General,Group 5,Resource04,task-36855,T06 Determine necessity of stop advice,complete,Group 1
case-9014,T10 Determine necessity to stop indication-complete,Resource04,2011/08/24 18:36:04.081,Variant 2,2,Internet,General,Group 5,Resource04,task-37049,T10 Determine necessity to stop indication,complete,Group 1
case-9016,Confirmation of receipt-complete,Resource06,2011/08/19 18:18:13.372,Variant 2,2,Internet,General,Group 5,Resource06,task-35987,Confirmation of receipt,complete,Group 1
case-9016,T02 Check confirmation of receipt-complete,Resource06,2011/08/19 18:18:38.854,Variant 2,2,Internet,General,Group 5,Resource06,task-36840,T02 Check confirmation of receipt,complete,Group 4
case-9016,T04 Determine confirmation of receipt-complete,Resource06,2011/08/19 18:19:20.102,Variant 2,2,Internet,General,Group 5,Resource06,task-36842,T04 Determine confirmation of receipt,complete,Group 3
case-9016,T05 Print and send confirmation of receipt-complete,Resource06,2011/08/19 18:20:14.379,Variant 2,2,Internet,General,Group 5,Resource06,task-36843,T05 Print and send confirmation of receipt,complete,Group 2
case-9016,T06 Determine necessity of stop advice-complete,Resource06,2011/08/19 18:23:02.680,Variant 2,2,Internet,General,Group 5,Resource06,task-36841,T06 Determine necessity of stop advice,complete,Group 1
case-9016,T10 Determine necessity to stop indication-complete,Resource06,2011/08/19 18:27:00.508,Variant 2,2,Internet,General,Group 5,Resource06,task-36844,T10 Determine necessity to stop indication,complete,Group 1
case-9026,Confirmation of receipt-complete,Resource04,2011/08/17 22:18:25.744,Variant 2,2,Internet,General,Group 5,Resource04,task-36158,Confirmation of receipt,complete,Group 1
case-9026,T02 Check confirmation of receipt-complete,Resource04,2011/08/17 22:18:44.870,Variant 2,2,Internet,General,Group 5,Resource04,task-36667,T02 Check confirmation of receipt,complete,Group 4
case-9026,T04 Determine confirmation of receipt-complete,Resource04,2011/08/17 22:19:03.116,Variant 2,2,Internet,General,Group 5,Resource04,task-36669,T04 Determine confirmation of receipt,complete,Group 3
case-9026,T05 Print and send confirmation of receipt-complete,Resource04,2011/08/17 22:19:26.677,Variant 2,2,Internet,General,Group 5,Resource04,task-36670,T05 Print and send confirmation of receipt,complete,Group 2
case-9026,T06 Determine necessity of stop advice-complete,Resource04,2011/08/17 22:19:43.773,Variant 2,2,Internet,General,Group 5,Resource04,task-36668,T06 Determine necessity of stop advice,complete,Group 1
case-9026,T10 Determine necessity to stop indication-complete,Resource04,2011/08/17 22:20:03.740,Variant 2,2,Internet,General,Group 5,Resource04,task-36671,T10 Determine necessity to stop indication,complete,Group 1
case-9032,T02 Check confirmation of receipt-complete,Resource14,2011/10/19 14:59:39.434,Variant 1,1,Internet,General,Group 5,Resource14,task-43819,T02 Check confirmation of receipt,complete,Group 4
case-9032,T04 Determine confirmation of receipt-complete,Resource14,2011/10/19 15:00:03.974,Variant 1,1,Internet,General,Group 5,Resource14,task-43821,T04 Determine confirmation of receipt,complete,Group 3
case-9032,T05 Print and send confirmation of receipt-complete,Resource14,2011/10/19 15:00:43.284,Variant 1,1,Internet,General,Group 5,Resource14,task-43822,T05 Print and send confirmation of receipt,complete,Group 2
case-9032,T06 Determine necessity of stop advice-complete,Resource14,2011/10/19 15:01:11.070,Variant 1,1,Internet,General,Group 5,Resource14,task-43820,T06 Determine necessity of stop advice,complete,Group 1
case-9032,T10 Determine necessity to stop indication-complete,Resource14,2011/10/19 15:01:30.636,Variant 1,1,Internet,General,Group 5,Resource14,task-43823,T10 Determine necessity to stop indication,complete,Group 1
case-9033,Confirmation of receipt-complete,Resource02,2011/08/17 20:17:51.542,Variant 2,2,Internet,General,Group 5,Resource02,task-36229,Confirmation of receipt,complete,Group 1
case-9033,T02 Check confirmation of receipt-complete,Resource02,2011/08/17 20:18:20.560,Variant 2,2,Internet,General,Group 5,Resource02,task-36645,T02 Check confirmation of receipt,complete,Group 4
case-9033,T04 Determine confirmation of receipt-complete,Resource02,2011/08/17 20:18:37.866,Variant 2,2,Internet,General,Group 5,Resource02,task-36647,T04 Determine confirmation of receipt,complete,Group 3
case-9033,T05 Print and send confirmation of receipt-complete,Resource02,2011/08/17 20:19:01.768,Variant 2,2,Internet,General,Group 5,Resource02,task-36648,T05 Print and send confirmation of receipt,complete,Group 2
case-9033,T06 Determine necessity of stop advice-complete,Resource02,2011/08/17 20:19:46.790,Variant 2,2,Internet,General,Group 5,Resource02,task-36646,T06 Determine necessity of stop advice,complete,Group 1
case-9033,T10 Determine necessity to stop indication-complete,Resource02,2011/08/17 20:20:11.341,Variant 2,2,Internet,General,Group 5,Resource02,task-36649,T10 Determine necessity to stop indication,complete,Group 1
case-9040,Confirmation of receipt-complete,Resource01,2011/08/18 16:44:35.702,Variant 2,2,Internet,General,Group 8,Resource11,task-36311,Confirmation of receipt,complete,Group 1
case-9040,T02 Check confirmation of receipt-complete,Resource01,2011/08/18 16:44:54.597,Variant 2,2,Internet,General,Group 8,Resource11,task-36718,T02 Check confirmation of receipt,complete,Group 4
case-9040,T04 Determine confirmation of receipt-complete,Resource01,2011/08/18 16:45:10.506,Variant 2,2,Internet,General,Group 8,Resource11,task-36720,T04 Determine confirmation of receipt,complete,Group 3
case-9040,T05 Print and send confirmation of receipt-complete,Resource01,2011/08/18 16:45:26.949,Variant 2,2,Internet,General,Group 8,Resource11,task-36721,T05 Print and send confirmation of receipt,complete,Group 2
case-9040,T06 Determine necessity of stop advice-complete,Resource01,2011/08/18 16:45:46.626,Variant 2,2,Internet,General,Group 8,Resource11,task-36719,T06 Determine necessity of stop advice,complete,Group 1
case-9040,T10 Determine necessity to stop indication-complete,Resource01,2011/08/18 16:46:03.198,Variant 2,2,Internet,General,Group 8,Resource11,task-36722,T10 Determine necessity to stop indication,complete,Group 1
case-9067,Confirmation of receipt-complete,Resource02,2011/08/16 20:19:21.654,Variant 22,22,Internet,General,Group 5,Resource02,task-36409,Confirmation of receipt,complete,Group 1
case-9067,T06 Determine necessity of stop advice-complete,Resource02,2011/08/16 20:23:14.460,Variant 22,22,Internet,General,Group 5,Resource02,task-36546,T06 Determine necessity of stop advice,complete,Group 1
case-9067,T02 Check confirmation of receipt-complete,Resource02,2011/08/16 20:24:10.993,Variant 22,22,Internet,General,Group 5,Resource02,task-36545,T02 Check confirmation of receipt,complete,Group 4
case-9067,T04 Determine confirmation of receipt-complete,Resource02,2011/08/16 20:24:29.432,Variant 22,22,Internet,General,Group 5,Resource02,task-36548,T04 Determine confirmation of receipt,complete,Group 3
case-9067,T05 Print and send confirmation of receipt-complete,Resource02,2011/08/16 20:24:56.869,Variant 22,22,Internet,General,Group 5,Resource02,task-36549,T05 Print and send confirmation of receipt,complete,Group 2
case-9067,T10 Determine necessity to stop indication-complete,Resource02,2011/08/16 20:25:49.705,Variant 22,22,Internet,General,Group 5,Resource02,task-36547,T10 Determine necessity to stop indication,complete,Group 1
case-9072,Confirmation of receipt-complete,Resource04,2011/08/18 21:38:25.593,Variant 2,2,Internet,General,Group 5,Resource04,task-36432,Confirmation of receipt,complete,Group 1
case-9072,T02 Check confirmation of receipt-complete,Resource04,2011/08/18 21:41:33.072,Variant 2,2,Internet,General,Group 5,Resource04,task-36760,T02 Check confirmation of receipt,complete,Group 4
case-9072,T04 Determine confirmation of receipt-complete,Resource04,2011/08/18 21:42:15.810,Variant 2,2,Internet,General,Group 5,Resource04,task-36762,T04 Determine confirmation of receipt,complete,Group 3
case-9072,T05 Print and send confirmation of receipt-complete,Resource04,2011/08/19 17:16:56.979,Variant 2,2,Internet,General,Group 5,Resource04,task-36763,T05 Print and send confirmation of receipt,complete,Group 2
case-9072,T06 Determine necessity of stop advice-complete,Resource04,2011/08/19 17:36:16.497,Variant 2,2,Internet,General,Group 5,Resource04,task-36761,T06 Determine necessity of stop advice,complete,Group 1
case-9072,T10 Determine necessity to stop indication-complete,Resource04,2011/08/19 17:36:44.756,Variant 2,2,Internet,General,Group 5,Resource04,task-36827,T10 Determine necessity to stop indication,complete,Group 1
